"","species","season","cell","cell_lat","n","anova_p","manova_p","q5","q5_low","q5_high","bl_q5","bl_q5_low","bl_q5_high","q50","q95","q95_low","q95_high","bl_q95","bl_q95_low","bl_q95_high","onset_ci_ol","offset_ci_ol"
"998","Tapinoma sessile",2,328,35.4927536231884,16,0.366827603462707,0.00758252231466551,8.93692551432175,5.8295331538066,10.5570680721807,8.23868030059279,7.5178890294507,8.72615758440629,15.0465707892338,21.586045515355,17.2386045426653,22.6314526377654,20.1188546424022,19.6713308446728,20.487346341715,TRUE,TRUE
"999","Camponotus chromaiodes",2,328,35.4927536231884,12,0.725764912554344,0.707348897135807,8.83430708862988,5.89629003202301,10.9387504184992,7.30471626848064,6.21711148864176,8.16725042279152,14.4746722955185,18.7178085764796,16.2442653562964,19.6876399185569,20.5136942401599,19.3615960226761,21.4617071304961,TRUE,TRUE
"1000","Brachyponera chinensis",2,328,35.4927536231884,9,0.626207859312643,0.52070818513848,8.98533076305256,6.70230881977357,10.8030763935905,7.51865370773927,6.57735012520312,8.34372017956217,14.1865261343342,17.262224927681,15.3778584698171,18.8709421484702,20.4538557605976,19.9836440640551,21.4713976818635,TRUE,FALSE
"1001","Brachyponera chinensis",4,328,35.4927536231884,23,0.633814237179116,1.19113867249631e-15,7.07967551409958,5.44620731744618,8.60790816181735,6.77818845958589,5.76771137994297,7.95444531867906,14.1912422092921,20.7311399343482,17.9243145707796,22.7265498928583,20.1071900376983,19.134979533753,20.5164626456423,TRUE,TRUE
"1002","Atta texana",1,241,24.6231884057971,36,0.56002391220316,6.95030588487229e-13,9.45739136658799,7.79137096630515,10.8170940010335,7.75746749094358,7.3978475263199,8.74678920761742,14.395926366592,18.2386144064436,16.6822015212531,18.9225345411071,19.1036329062528,18.4897321482617,19.3362508075292,TRUE,TRUE
"1003","Atta texana",2,241,24.6231884057971,21,0.0958765546220808,0.000137414648654945,7.03481734680622,5.65017622015348,10.426517258965,4.39658669818541,3.78463295224955,5.64294370436496,15.5603820062653,22.5676125837624,20.4919041840739,23.5284765468613,23.5590122011373,22.1317829235974,24.236389262487,FALSE,TRUE
"1004","Atta texana",4,241,24.6231884057971,24,0.00818539286426499,1.34464420040361e-12,10.0260945480942,7.91812868512864,12.1752586073943,5.92273491765032,5.0818323821509,6.73666636071617,15.8676429174672,22.23542586873,20.1609087125467,22.4557304900236,20.4104008013641,20.0493156056945,21.4117578093364,FALSE,TRUE
"1005","Pogonomyrmex barbatus",1,241,24.6231884057971,28,0.561823633087261,2.94464151066013e-18,8.15003958319986,6.84379977048873,9.85419642505325,6.76655396856376,6.45401702949049,7.4790870382039,13.4402334203525,17.793429951378,15.5920880953788,18.7283755679388,19.133873468972,17.8089845297,19.9296988293569,TRUE,TRUE
"1006","Pogonomyrmex barbatus",2,241,24.6231884057971,50,0.875194321535476,3.31467022674498e-16,6.30354068533843,5.32328494231889,7.36492171788592,4.75683071218353,3.95447960203017,5.76837354695339,12.781811547286,18.7132214746479,17.8774704163903,19.5106312907248,21.6550747937219,19.2508611083007,21.9307928001944,TRUE,TRUE
"1007","Pogonomyrmex barbatus",3,241,24.6231884057971,9,0.15307808652945,0.321729463221703,7.61048865931654,2.87539020228031,11.885804284718,NA,NA,NA,14.5627645299845,21.9750858632899,16.0459298933412,22.9143668623074,NA,NA,NA,NA,NA
"1008","Pogonomyrmex barbatus",4,241,24.6231884057971,32,0.702918206764668,4.45856900936417e-17,6.08632216909198,4.09432981689393,7.94022394916353,5.38946890550574,4.09905945723416,5.86857876011697,12.8013608792564,18.4387189599857,16.6741030666876,19.0034790377109,19.6715661261261,19.4410781793056,20.5602703610816,TRUE,FALSE
"1009","Neoponera villosa",1,241,24.6231884057971,24,0.541540749570352,1.17781421868e-06,8.34221604618938,5.58210848491725,9.36849993797863,6.62912095622391,4.53976577571805,8.0454919620222,13.4329153048662,18.5723556470762,17.2587534613139,19.7532971006612,19.2313847001576,19.0301273514122,20.7765964657602,TRUE,TRUE
"1010","Neoponera villosa",2,241,24.6231884057971,37,0.160490885071853,0.0023907365826541,6.74370003675064,4.27498271144528,9.24531595346584,3.36035349320738,2.60970213063034,4.11061250522912,15.9044482589742,23.9708860745498,19.1436395992034,25.1298018540177,24.1378577422653,22.5415160444046,24.95934361551,FALSE,TRUE
"1011","Neoponera villosa",3,241,24.6231884057971,25,0.112242894765424,9.39321812495702e-05,5.58168828035123,3.28115178133175,8.98121689176878,3.29270561277907,2.44335673434966,4.04498463786803,14.6087647769926,23.9224375628574,16.2684909243649,25.4949186296417,23.4671639634148,21.2520694232159,24.3054016089391,TRUE,TRUE
"1012","Neoponera villosa",4,241,24.6231884057971,46,0.297929432738288,3.16451536371433e-18,7.44162731496743,6.52383122445545,9.75206698262156,5.84336466527033,5.2476676298387,6.82963959985316,13.7710126619656,20.265527370715,18.3099979317571,21.0812855391415,20.7628147868963,19.1630379765463,20.9812145710061,TRUE,TRUE
"1013","Pseudomyrmex gracilis",1,241,24.6231884057971,14,0.160708591364784,4.76291085851294e-09,9.36763165025303,6.57641273593743,11.7224423781457,6.89580231733895,6.75417020574486,7.78166212281943,13.9894788266226,18.6744700337067,17.3289159851766,18.9459669348573,19.0359663537114,18.4824103835412,19.8498038855906,TRUE,TRUE
"1014","Pseudomyrmex gracilis",2,241,24.6231884057971,22,0.630170429620445,0.000292037847643633,6.05369655298847,2.55996612146838,8.41688746558017,3.63864516163655,3.29337502630477,5.01932807603903,13.8191656088401,22.5950639996163,20.1445392876827,27.3171123993338,23.4703212265628,22.2685700684135,24.238815316919,TRUE,TRUE
"1015","Pseudomyrmex gracilis",3,241,24.6231884057971,12,0.455928784027791,0.268311798738368,4.18932644420712,3.59003044007352,6.82962255881808,3.53445237286343,2.77942275891125,4.09608393434419,13.53487912188,21.9727226050831,17.5870283758117,21.7526946566003,22.7569401320295,21.1999470435983,24.3899108772457,TRUE,TRUE
"1016","Pseudomyrmex gracilis",4,241,24.6231884057971,25,0.651694143066098,2.97564230920257e-19,6.88267088148939,5.59789749939955,8.28395450728549,6.02559459324136,5.15893112699351,6.98834251828416,13.8367075483462,21.0848994358003,18.3191136483474,22.4811397124809,20.2043730742126,18.900381698817,21.2363566907929,TRUE,TRUE
"1017","Camponotus atriceps",2,241,24.6231884057971,11,0.193895074248049,0.0774406513339723,4.6203097144646,2.62887816753874,6.76239845300545,3.98552217487298,3.10073761173447,4.73435092435883,13.8211494291618,25.1105890868767,18.4502448211614,27.6595338563908,22.4060825770206,21.7520618855316,23.6215042737182,TRUE,TRUE
"1018","Camponotus atriceps",3,241,24.6231884057971,9,0.289656552841416,0.00535657816834151,1.50621947994858,0.160926622568967,4.37516636074964,3.24704202477473,2.45224163010631,3.70656743913958,9.48162284525889,NA,NA,NA,22.7387487868675,21.4475120457328,24.3343163612893,TRUE,NA
"1019","Crematogaster laeviuscula",1,241,24.6231884057971,9,0.901994406416157,3.46128057136564e-05,6.97932761779843,5.69928511098441,11.9909449736829,7.15640684783336,6.30575904706525,7.96930680213796,14.1538660066726,19.1454322864375,15.9510365692652,21.0787517786576,19.0638454877522,18.778696109465,19.7160988569059,TRUE,TRUE
"1020","Crematogaster laeviuscula",2,241,24.6231884057971,12,0.35059910173898,0.0496093952024899,5.7515080053724,4.95695260278034,8.57807842087262,4.47675644139691,3.50341916627981,5.16436438884597,13.898947396885,22.7186204631519,15.1639756648956,26.8909096134574,23.1201377384193,22.2477189038866,24.0745363082181,TRUE,TRUE
"1021","Paratrechina longicornis",1,241,24.6231884057971,11,0.235978371334853,0.180195583310404,9.86752421253859,7.46834825992913,12.4499896611735,7.8138070276424,6.97933809937672,8.81473503171653,15.1247288615793,18.0377432698429,17.3995922401719,18.7109767806619,19.0143029309516,17.5477230260415,19.329786837705,TRUE,TRUE
"1022","Paratrechina longicornis",4,241,24.6231884057971,9,0.75189544863625,2.67779493438455e-08,5.1524464178496,5.16399426028159,11.7559357854088,6.15461417842641,4.79325254565694,7.40252081975559,13.0555316922804,19.9181761758552,16.9770363428251,22.0647738986382,20.4314210188208,19.6181474909147,21.5124321475245,TRUE,TRUE
"1023","Camponotus planatus",2,241,24.6231884057971,14,0.457620702851976,0.0241604935773394,5.93604697782769,4.00639832839736,10.9748272500733,3.72282404862412,2.9430158381944,4.19199961340955,13.2284715571398,19.8535125304935,16.2631572943676,20.9890471422813,23.1511629994398,22.8015248577211,24.6336637391307,TRUE,FALSE
"1024","Solenopsis invicta",1,243,31.8695652173913,150,7.27721655478651e-05,5.1813919459784e-33,7.2031289606442,5.88810398259542,7.91698149286188,8.45026016540025,7.8567505490169,8.70319525359561,14.1053295344739,20.4331729830952,19.581793586971,21.63590646447,22.99574843003,22.9161463841015,23.7789250446156,TRUE,FALSE
"1025","Solenopsis invicta",2,243,31.8695652173913,150,0.0853666169040411,5.11755186139212e-13,7.51045598078866,6.4095916833727,7.70214562721948,6.66479502200621,6.41058169196958,7.12217675931826,14.2048800743999,20.4931472574965,19.6781656144993,21.3417347770498,23.2602391033004,22.3550172201624,23.9128750774955,TRUE,FALSE
"1026","Solenopsis invicta",3,243,31.8695652173913,91,0.00488772547738628,4.96889789095202e-07,8.27347897053158,6.52295905048839,9.13010085805749,5.30787619241002,4.6349345365194,6.317972127772,15.5290223437284,22.42048423347,20.8223118653207,23.6436486315813,22.4142535717971,21.9631045966614,23.8174984779111,FALSE,TRUE
"1027","Solenopsis invicta",4,243,31.8695652173913,150,0.149645373126129,5.91377337561337e-18,7.24294506898625,7.25054188721664,8.34705221201725,5.85981657457206,5.31120597562089,6.63862718290538,13.9200648010749,19.2610182578259,18.529835857394,20.3466541039816,22.5663044210103,21.1359678636725,23.1756760109408,FALSE,FALSE
"1028","Pogonomyrmex barbatus",1,243,31.8695652173913,55,0.00164035871042962,3.15138958249311e-38,6.68270669466531,5.09914611815588,8.93271737369868,7.36032782425425,5.90556704797321,8.17616666854578,12.5333147073853,18.1029295679038,16.7656883973633,19.1646864823137,23.4144793045247,22.2061724146396,23.9302239319316,TRUE,FALSE
"1029","Pogonomyrmex barbatus",2,243,31.8695652173913,150,0.17856497115559,7.40148788062785e-21,8.15838720263195,7.28377983036363,8.4622168803203,6.28817998058222,6.10708046883731,7.52026830851264,13.9305565669864,18.9430606816374,18.4227332138953,19.27385631551,22.7188257696992,21.5793730698806,23.3703093065216,TRUE,FALSE
"1030","Pogonomyrmex barbatus",3,243,31.8695652173913,66,0.218134672589347,5.50383291466577e-10,6.36039819360552,5.29141512735464,7.53437776029303,5.26360231193998,4.33910577130663,6.15095178077422,13.357124404856,21.0831455680598,20.715787906937,22.5009058289214,22.9396855198069,21.9021842710474,23.6354415163567,TRUE,TRUE
"1031","Pogonomyrmex barbatus",4,243,31.8695652173913,150,0.751503945783736,2.29777547258855e-33,7.35714547658386,6.75082666944877,8.04974049767254,5.84125588874926,4.89937827326388,6.37069784142761,13.915511525618,19.8906070235307,18.8187129993913,20.3803122200834,21.938127628076,21.5701671458715,23.11535216554,FALSE,FALSE
"1032","Atta texana",1,243,31.8695652173913,150,7.3824054545051e-07,4.89148500132501e-45,8.4946159479408,7.96329318605157,9.34798596321514,8.41469859569734,6.85807777946686,9.6385390933582,13.9059542103958,18.6633368776691,17.2438800474331,19.0216097657237,22.5694966301224,21.6496956117198,23.1144435083454,TRUE,FALSE
"1033","Atta texana",2,243,31.8695652173913,150,0.365132865958618,3.61340476223103e-21,6.50918936241111,5.75179867507044,7.0844869988373,5.786565855068,5.48475425908132,6.96255442086267,13.8184289004274,20.9486769975224,20.3037115150747,21.5520863356081,22.9190042025584,21.5578134088845,23.6900445615557,TRUE,FALSE
"1034","Atta texana",3,243,31.8695652173913,24,0.950254035470487,0.0352804233933611,8.39953462536153,8.06081018145367,11.9018404656038,5.58374919662516,5.33970476997147,6.04476190301294,15.6189238429525,22.0833485861173,20.2894587879167,23.7583070590527,23.2464382714253,22.5148771558206,24.198011525921,FALSE,TRUE
"1035","Atta texana",4,243,31.8695652173913,120,0.212682943256597,1.58613637010568e-22,7.34103056487985,6.41087539183139,7.71558553785772,6.50925510223588,5.93385520344566,6.68800681957436,13.8863777194749,19.7826084454194,18.8019529392417,20.8925567333103,21.4477756082497,20.6470120574074,22.3587018067623,TRUE,TRUE
"1036","Camponotus sansabeanus",2,243,31.8695652173913,24,0.43314355450586,1.48681657782742e-06,NA,NA,NA,5.96402530213575,5.75669362697746,6.93205805080321,10.9084361221326,21.6592344769373,19.318925615593,25.8428211847865,22.4497739449999,21.5808380567109,23.9248442537107,NA,TRUE
"1037","Camponotus sansabeanus",4,243,31.8695652173913,10,0.775342392445491,0.00864881875752766,5.7936833464015,4.59199394489399,9.65886591308088,7.09066365258157,6.43059078585956,7.65981541405554,14.6176785107659,24.1328356068721,20.6698996424862,26.2620625089763,21.857443078215,20.9654726368122,23.1142724257087,TRUE,TRUE
"1038","Dorymyrmex flavus",2,243,31.8695652173913,12,0.0322758142122989,8.15642599846315e-07,5.19955488092618,4.72878729074982,7.11285194758766,7.09494923541321,6.60235122624143,7.65024143926169,12.1805517537174,19.1908275210682,13.3058410802887,21.1851363218142,22.1590933054608,21.1237545111712,23.3645326057466,TRUE,TRUE
"1039","Dorymyrmex flavus",3,243,31.8695652173913,10,0.227128824294948,0.405400953422723,1.90009184914446,1.43487942150638,4.78445723425171,5.51832465679943,5.28676923336392,5.93288419515875,11.0729346485707,20.8453405461592,16.0483483672956,25.4362030627645,23.4456728923421,22.5465244066422,23.9581009641522,FALSE,TRUE
"1040","Dorymyrmex flavus",4,243,31.8695652173913,15,0.698189208453048,0.912397576498791,6.99440903223037,5.18601509715575,12.5116348700054,7.39379368853536,6.31544420020112,7.47639654909312,14.7490606479348,22.7485448025341,17.9531241078569,25.4403302799881,22.8716827272779,22.6501382568912,23.5263263721634,TRUE,TRUE
"1041","Labidus coecus",2,243,31.8695652173913,12,0.0170556373893033,5.20537731955869e-07,7.32937213706408,3.52468970671664,11.396030850392,7.08675743408087,6.69752831277398,8.18473571292705,16.8041707573081,25.7118415275507,20.1960335495914,25.6887079866243,22.9981224140431,20.2783320863357,23.1741911172907,TRUE,TRUE
"1042","Pseudomyrmex gracilis",1,243,31.8695652173913,17,0.570773363431689,2.3307560065553e-16,9.2681526270184,7.59792741002177,12.4821793740953,7.21043203828315,6.46632053971124,8.04372072932214,15.4179196913469,21.4424964124287,16.5580442984785,24.8778279121614,22.8057555413828,21.8936015696474,23.1810014278319,TRUE,TRUE
"1043","Pseudomyrmex gracilis",2,243,31.8695652173913,24,0.960732041345483,9.20512027372762e-11,6.68822310860403,4.76291772474384,9.69291242549521,5.80426424314977,4.86409695853269,7.41922675590576,14.2995002309961,20.7918304486759,17.8040265732865,22.4658947538456,22.8933044400678,22.1589809631372,24.1221051885832,TRUE,TRUE
"1044","Pseudomyrmex gracilis",3,243,31.8695652173913,19,0.841281604959457,5.78312086628929e-12,6.79461796595294,5.39863240051656,10.5535796766911,5.25342237793171,4.41250421879257,6.01686921205891,13.878533253957,19.3276436280095,18.3289894957817,20.2433108196456,22.979330596502,21.8362789847358,24.5456862992158,TRUE,FALSE
"1045","Pseudomyrmex gracilis",4,243,31.8695652173913,49,0.395689702098651,5.59905806520043e-24,7.77895407495969,6.48173715869031,9.11408358191307,6.27870247637487,5.27950372296163,7.06254672907252,13.4882474150165,18.2519940454892,16.9730622239331,20.0347979543115,21.483869234987,20.5579683559808,22.3429634716487,TRUE,FALSE
"1046","Pseudomyrmex pallidus",2,243,31.8695652173913,19,0.975491225229371,6.63601859219759e-11,9.3110311621687,8.53190084902996,10.5219130435013,6.69730338720905,6.41073851766856,7.40041015529602,14.9115852639941,19.0816663511834,18.0573961633972,20.4591274930419,21.9844092919666,21.3574063616675,22.7603732417772,FALSE,FALSE
"1047","Pseudomyrmex pallidus",3,243,31.8695652173913,15,0.381215531389862,0.00389816932517549,6.89435524806292,6.03307532716623,10.4697855549308,4.86583893096798,4.27141151955164,6.01679833543155,13.7767758996274,18.6907173549748,15.8631605495939,19.5238784589183,23.3462975414028,22.4829820855866,23.9393189077734,FALSE,FALSE
"1048","Pseudomyrmex pallidus",4,243,31.8695652173913,18,0.423404167745647,5.66033108131328e-10,7.76676210364038,5.52839404865349,9.41135556785145,6.65334726458187,5.78845087725708,7.44154847792629,13.0220808714666,18.3365448817258,17.5876112541714,19.3323970691706,20.8956921010695,19.7832135952288,21.6380514736084,TRUE,FALSE
"1049","Crematogaster laeviuscula",1,243,31.8695652173913,19,0.032000568979489,3.30245643843058e-13,9.32414978473635,7.43561192747428,12.5812069834042,6.47653897105513,5.74576970905307,7.73059884093287,16.0869943059612,22.5808036473016,17.7530993664996,26.1148977261505,21.8950975291073,21.0346364999826,22.682056802003,TRUE,TRUE
"1050","Crematogaster laeviuscula",2,243,31.8695652173913,150,0.0696101477801613,0.00121500274255081,7.32057170741626,6.35400006329064,8.16981314043143,6.6972510312579,6.06895877965375,7.71727337834459,14.6770223079186,20.995158996221,20.4247402392275,22.3248946853317,23.6598328748982,22.9109446397262,24.2837881219587,TRUE,FALSE
"1051","Crematogaster laeviuscula",3,243,31.8695652173913,136,0.369064172460502,0.0160673834307116,6.60334123117653,6.09765169349223,7.83032688149341,5.50279378194025,4.73040364122703,6.38619695565363,14.4547281402302,21.7627495656178,20.3970988390579,22.8885294074732,23.7622703749723,23.0826898966937,24.7171646445421,TRUE,FALSE
"1052","Crematogaster laeviuscula",4,243,31.8695652173913,75,0.222196958120156,1.33377881867245e-06,7.08517783867945,6.2091214877809,8.17814658351503,7.17557807258946,6.59854257983717,7.63786847844046,14.281786065896,21.3469063166646,20.7433372627121,23.125181511193,21.7806111646148,21.1007855625768,23.1520400907517,TRUE,TRUE
"1053","Camponotus decipiens",2,243,31.8695652173913,36,0.4720806394263,3.14319040415294e-08,7.41179705290505,5.86858043367936,9.38450572594586,6.74072073850631,6.09517785123344,7.42600058736079,15.1371106623157,22.5448877897695,18.9201411818795,24.5957215190678,23.000557013649,22.0765102844954,23.4366172932738,TRUE,TRUE
"1054","Pheidole metallescens",3,243,31.8695652173913,12,0.524312801264242,0.148159847540598,5.78802822855508,2.04282733688989,11.4370206696647,5.53383205067803,5.02619966134728,6.11849373116595,14.8655973539025,24.2921740391602,22.1707234530528,27.4532502078397,23.2036805599628,22.1527185066914,23.7963656863357,TRUE,TRUE
"1055","Pogonomyrmex comanche",2,243,31.8695652173913,16,0.829700354543602,0.52631541175533,8.33244416372455,7.40339737636655,9.63687514173406,6.07658136523798,5.40459016132398,6.69117224561187,13.8189121008022,18.7172606955422,17.0378899307383,19.396089590277,22.5199285967168,21.1280578081293,22.80075564144,FALSE,FALSE
"1056","Pogonomyrmex comanche",3,243,31.8695652173913,12,0.394639395322528,5.98375336075283e-05,7.03688852294471,5.63635814569237,9.9173152572877,5.18967918995149,4.62398729953122,5.9449683746295,13.6556965589708,19.2767493447471,14.5160568217578,19.9657814166095,24.4460557258101,23.4329459842568,25.1860506088595,TRUE,FALSE
"1057","Paratrechina longicornis",4,243,31.8695652173913,9,0.685668639636038,4.72426263008877e-05,9.28657080342939,6.28333155040665,12.4135239143639,6.60389059305127,5.94337064859972,7.83243798410916,13.8785391127129,19.7872165959107,17.8902316239639,20.5807752959564,22.6000344374512,21.5109999483108,23.2768345376628,TRUE,FALSE
