"","species","season","cell","cell_lat","n","anova_p","manova_p","q5","q5_low","q5_high","bl_q5","bl_q5_low","bl_q5_high","q50","q95","q95_low","q95_high","bl_q95","bl_q95_low","bl_q95_high","onset_ci_ol","offset_ci_ol","is_sig_any","midday_dist","genus"
"11","Dorymyrmex bureni",4,739,26.7391304347826,16,0.145656561122445,0.000230208533425704,6.69035251967631,4.36510571676733,9.03131718388863,7.3766999263329,6.81071641011475,8.06397083802567,13.5727088697024,19.4135769050928,13.937402736392,23.1819108210927,20.1142143205428,19.0438935381089,20.9992232850885,TRUE,TRUE,TRUE,1.42729113029758,"Dorymyrmex"
"12","Camponotus floridanus",1,739,26.7391304347826,76,0.468555420367083,4.19433842029727e-33,6.52037227208611,5.86496759733362,8.07327200167714,7.0182249478839,6.93735679954698,7.79573034640892,13.9642267842103,21.2493398855684,20.1705414699098,22.3460592998991,19.0575217714106,18.2312706069329,19.8872904206491,TRUE,FALSE,TRUE,1.03577321578966,"Camponotus"
"13","Camponotus floridanus",2,739,26.7391304347826,65,0.00116256235146434,1.58097767368812e-09,7.48408760038148,5.71739216342708,9.25915771288905,6.31867536873242,5.18691091588163,7.48210609078849,14.9144086857349,21.6607451454862,19.8831205256875,22.6538385733871,19.9974833871946,19.3968874337454,20.6062206126526,TRUE,TRUE,TRUE,0.085591314265141,"Camponotus"
"14","Camponotus floridanus",3,739,26.7391304347826,72,0.00200018883329497,0.00326617286415966,7.13685171445801,6.25431627637533,8.73294736864985,5.89325386036964,5.48490037426402,6.42329360206548,15.2670380114396,23.1260293646225,22.1663652072071,23.8280734813581,19.2528364708307,18.5177351130962,20.4212683293452,TRUE,FALSE,TRUE,0.267038011439571,"Camponotus"
"15","Camponotus floridanus",4,739,26.7391304347826,61,0.00449916496604098,1.65442250575548e-10,7.4166107912388,6.37040264006192,8.35426244973251,6.81572523570683,5.6878982743935,7.43547534308152,15.5019542254711,22.6125969614489,21.25371792273,23.9346769667767,19.4838235505067,18.4946601027699,20.3420229905096,TRUE,FALSE,TRUE,0.501954225471071,"Camponotus"
"16","Pogonomyrmex badius",1,739,26.7391304347826,20,0.3963193151179,6.30782653376975e-05,9.6604785985061,7.82417246383286,11.0786932551001,7.20790020899696,7.00893744622743,7.76629523583678,14.2840694447322,16.7939752424272,16.8006162866275,17.7566051683879,18.4822120389675,16.5661684551325,19.1718249560571,FALSE,TRUE,TRUE,0.715930555267839,"Pogonomyrmex"
"17","Pogonomyrmex badius",2,739,26.7391304347826,27,0.210286432500384,0.0129144852742227,8.19251221817173,7.00974779548372,10.3273414187425,6.39961772802032,5.27297000027013,7.1613611344055,14.8734844770559,20.8898474878338,17.8701826987571,21.4867760655491,20.2177117319797,19.6851968748927,21.3035759688801,TRUE,TRUE,TRUE,0.126515522944052,"Pogonomyrmex"
"18","Pogonomyrmex badius",4,739,26.7391304347826,23,0.215920518833544,0.0010050543007846,7.23294755647331,6.42652940814303,8.99911466922565,5.69550719407598,4.82621808370431,6.3138028564574,11.6971736309673,15.8301641241658,13.36887038661,16.4297574600992,19.9048156974887,18.9023381458082,21.0019622317912,FALSE,FALSE,TRUE,3.3028263690327,"Pogonomyrmex"
"19","Pseudomyrmex gracilis",1,739,26.7391304347826,15,0.942450047858454,1.78771904974559e-06,7.28391001635527,6.16834968520922,11.0626598954404,6.9088505757914,6.35852722316508,7.94012066581301,13.9933842340964,18.434597456596,13.2302219290299,19.9475549610866,18.9171761454437,17.498577265781,19.8458050894453,TRUE,TRUE,TRUE,1.00661576590357,"Pseudomyrmex"
"20","Pseudomyrmex gracilis",2,739,26.7391304347826,22,0.189075110026225,3.14919049918874e-05,5.92765325693324,4.34123869484953,6.932624424126,6.47191805240547,6.07547140671981,6.96524553098065,11.7298803915698,17.9153748920485,15.5303961274781,19.8046961350985,20.0198379294779,18.5791541206674,21.198294727191,TRUE,TRUE,TRUE,3.2701196084302,"Pseudomyrmex"
"21","Pseudomyrmex gracilis",3,739,26.7391304347826,24,0.0791499801426367,0.0419626883261785,6.57358611332049,5.242160885579,12.2352110716256,6.7321538809202,6.2898294997423,7.49687194423091,12.9136343407422,19.8272519011441,17.1468184488262,20.7950526353024,20.3683592906105,18.8801272092423,20.8044679032917,TRUE,TRUE,TRUE,2.08636565925779,"Pseudomyrmex"
