"","species","season","cell","cell_lat","n","anova_p","manova_p","q5","q5_low","q5_high","bl_q5","bl_q5_low","bl_q5_high","q50","q95","q95_low","q95_high","bl_q95","bl_q95_low","bl_q95_high","onset_ci_ol","offset_ci_ol","is_sig_any","midday_dist","genus"
"11","Camponotus pennsylvanicus",4,548,38.8695652173913,9,0.890835040752676,1.53623572714369e-09,4.78180753770264,5.62111595223544,10.1985445947379,7.71883688106608,7.13788533496854,7.83512376509236,13.6268107671133,19.7795494545771,11.9788725313191,21.7241197909036,19.675649790325,19.2064612617979,20.4543898744013,TRUE,TRUE,TRUE,1.37318923288671,"Camponotus"
"12","Camponotus castaneus",2,548,38.8695652173913,30,0.576732374599984,0.0014219261951393,8.7864212414994,6.80738390281122,11.2059537001172,6.30591390719208,6.19870510145016,7.32438206485288,14.0165745235268,18.2241601704777,15.0332853720154,18.8102922452078,20.3939530775021,19.6610660705312,21.7252602119311,TRUE,FALSE,TRUE,0.98342547647319,"Camponotus"
"13","Camponotus castaneus",3,548,38.8695652173913,25,0.0616228344370827,0.0143241538860122,8.81569498412101,7.65572540237502,10.8078200120366,6.04184605969833,5.65567860431205,7.12453183756017,16.3737622439298,22.980569133977,20.0187720740621,24.386326699249,20.8352244253764,20.3168303317979,22.2406298015547,FALSE,TRUE,TRUE,1.37376224392982,"Camponotus"
"14","Camponotus castaneus",4,548,38.8695652173913,27,0.0591946845662802,0.00790592180944679,3.24978901053651,2.79763411627851,6.40695827347601,8.11226904566824,7.53238870413993,9.41696869869098,12.9010374886221,27.2188812647877,20.3238078953686,28.3009947582363,18.9246659120306,18.4123447249702,19.9191611197493,FALSE,FALSE,TRUE,2.09896251137786,"Camponotus"
"15","Prenolepis imparis",2,548,38.8695652173913,20,0.0484178560780566,0.0115894795803145,10.3356237294376,8.89648151236496,12.0335560170776,5.46573761971851,4.40467235547995,6.85274256478446,15.4181968851718,18.9766807654596,16.9965274457106,19.3967045790592,21.3922844150427,20.4712855557239,22.2508615904398,FALSE,FALSE,TRUE,0.418196885171815,"Prenolepis"
"16","Prenolepis imparis",1,566,38.8695652173913,65,0.717839599398915,3.79335696240717e-28,8.36891305706371,6.04122889999413,10.3226599946319,7.74516326993283,6.88658357712978,8.02650901015379,13.7900961343192,17.889362641707,15.7104527701948,19.3114288949877,19.404555678606,18.3891859535831,19.780453398365,TRUE,TRUE,TRUE,1.20990386568083,"Prenolepis"
"17","Prenolepis imparis",2,566,38.8695652173913,150,0.109252123581884,0.0125173426287936,8.2203370082667,7.49533189888251,8.55767309416601,7.71256538463249,7.41478167207046,8.33767090366276,14.0503517055361,19.5891847253294,18.3493497044567,19.8780592545141,19.5131428833718,18.2426986225415,20.4085159169077,TRUE,TRUE,TRUE,0.949648294463868,"Prenolepis"
"18","Prenolepis imparis",3,566,38.8695652173913,14,0.641130280714959,0.000489003838586257,7.29317233848766,5.12600487649837,7.79376643545654,5.85465852259586,5.17946558360591,6.29780955227432,14.819900070358,21.4785116824786,17.9768142141412,25.1060288167492,20.905739527702,20.391093127377,21.7555796851821,TRUE,TRUE,TRUE,0.180099929642047,"Prenolepis"
"19","Prenolepis imparis",4,566,38.8695652173913,79,0.237368978282563,0.0035908522507949,7.72667856552956,7.29975875364475,8.90777548229358,6.96771767361457,5.68017235970421,8.13646897374598,15.4990475950503,22.6911216745207,21.3926374960059,23.7444794888856,20.8282076778287,19.5744564984256,21.777414536786,TRUE,TRUE,TRUE,0.499047595050278,"Prenolepis"
"20","Camponotus chromaiodes",1,566,38.8695652173913,13,0.915770493839727,5.83501567840735e-07,9.89759286423734,6.97328167102039,11.56851196866,7.99671267932442,7.67770322240611,8.88771134224911,13.4515417560854,16.264795189081,14.9365628858217,17.6668013334468,19.7802710178507,18.9935901944136,20.4004437894305,TRUE,FALSE,TRUE,1.54845824391459,"Camponotus"
"21","Camponotus chromaiodes",2,566,38.8695652173913,150,0.838352467985718,9.51288729172645e-09,7.62838319328495,6.95634168110889,9.34930923556241,7.22894692146625,6.42206488061792,7.60172001971271,14.4280147336184,20.3857998456913,19.509682745717,21.4620772949795,20.9811604850847,19.6991292438928,22.0433660570699,TRUE,TRUE,TRUE,0.571985266381649,"Camponotus"
"22","Camponotus chromaiodes",3,566,38.8695652173913,68,0.257381507349214,4.6346637707046e-07,7.20809552150907,6.28758427604108,7.87468537506323,5.84606711005063,5.52394716067728,6.21111756839892,13.070772894567,18.0020615497983,17.9794430383534,19.1058451466201,21.6030310209376,20.1534544310717,22.4531818750229,FALSE,FALSE,TRUE,1.92922710543305,"Camponotus"
"23","Camponotus chromaiodes",4,566,38.8695652173913,40,0.260472300787669,3.09919885701017e-06,7.03867089409294,4.79913911787594,9.11023265321372,7.61108595368258,7.32746400376229,8.77775081914722,14.9966025761934,22.3968928457325,17.7807064678551,23.5727245320048,20.2058846010918,19.0030681587776,21.1195768884757,TRUE,TRUE,TRUE,0.00339742380656283,"Camponotus"
"24","Formica exsectoides",2,566,38.8695652173913,11,0.32123483522672,0.000196962212756602,8.87364407919445,6.33382987113811,12.5026371273818,7.41403057860928,6.55296941435606,7.91988718504902,15.1002654157455,19.9424465797898,18.2753110841595,21.2028909670788,19.6887654115834,18.4508082308273,20.6109867286364,TRUE,TRUE,TRUE,0.100265415745461,"Formica"
"25","Camponotus castaneus",1,566,38.8695652173913,42,0.801394900612171,6.96518247301614e-16,9.24336775254444,5.40415533377327,11.7715321057604,7.62310751706497,6.71683299334315,8.94729130245707,13.6116125680444,17.3022967785584,16.4638381319761,18.0355699399611,19.6658605245379,18.9084557182157,20.7761351092373,TRUE,FALSE,TRUE,1.38838743195563,"Camponotus"
"26","Camponotus castaneus",2,566,38.8695652173913,150,7.42606207692881e-05,1.26853904074613e-11,7.94555623671658,6.91182481809793,9.36515158288806,6.42977378345101,5.81851885656371,7.30134432860277,15.3087055339093,22.5671793828689,20.7839249540146,23.7006639130914,20.4193880497788,20.0636812323788,21.1301216420462,TRUE,TRUE,TRUE,0.308705533909261,"Camponotus"
"27","Camponotus castaneus",3,566,38.8695652173913,150,0.050607298951746,0.000196566165628835,6.69228563907405,6.45377246819019,8.06970150765226,6.16897465682216,5.21994896864749,7.09331669521264,14.923340051675,23.3959026279929,22.5356430470146,23.9723798937812,21.5620288528987,20.7634218889717,22.294569250528,TRUE,FALSE,TRUE,0.0766599483250463,"Camponotus"
"28","Camponotus castaneus",4,566,38.8695652173913,150,0.269330975961906,0.00953460201957697,7.81631759832348,6.86984954428297,7.93888632798366,7.48488295650993,7.08497455317243,8.04611997749656,15.0926739549602,21.8134792400478,20.9670910988258,22.6650721357248,19.9675972246931,19.3954662581798,20.9916457346297,TRUE,TRUE,TRUE,0.0926739549602278,"Camponotus"
"29","Camponotus pennsylvanicus",1,566,38.8695652173913,19,0.64008458672948,5.73100489460327e-10,8.8441474787115,7.30987082974054,12.0140311809516,8.32596644831911,7.75615244559392,9.10487252743954,13.988555373358,17.9324182339348,16.1450644538255,18.84749463601,20.4558069135972,19.5230077187613,20.8592912241408,TRUE,FALSE,TRUE,1.01144462664203,"Camponotus"
"30","Camponotus pennsylvanicus",2,566,38.8695652173913,150,0.0119450680777589,3.6159424259387e-21,7.12738769746197,5.81435106488881,8.68780087913107,7.15510048444902,6.45874177409486,8.0657933416009,14.6095579631573,23.0307258586331,22.3370953852456,23.5520300256822,20.5557423946049,19.6723283654688,21.294873051919,TRUE,FALSE,TRUE,0.390442036842687,"Camponotus"
"31","Camponotus pennsylvanicus",3,566,38.8695652173913,137,0.365697218813533,5.59814376215078e-14,7.59154025845531,6.81870044257165,8.32661554823911,6.35663019825557,5.67989886742801,7.54532295168621,14.7539528179513,21.4927976418415,20.9014162314934,21.8913444301331,20.7588919921049,19.9708515562277,21.3410458310365,TRUE,TRUE,TRUE,0.246047182048741,"Camponotus"
"32","Camponotus pennsylvanicus",4,566,38.8695652173913,78,0.928810827175129,1.6740320572885e-13,7.17948284426141,4.95959026176031,8.75393598518521,7.55780579022562,6.24174336445814,8.01947443606965,14.9285140700771,21.890169093246,20.5465038468329,23.0735203913446,20.2645063582234,19.4813601916797,20.9732492225189,TRUE,TRUE,TRUE,0.0714859299229005,"Camponotus"
"33","Tapinoma sessile",1,566,38.8695652173913,16,0.0231708206744146,3.36205473614368e-09,10.5198655073967,9.65512618140373,13.2326804052599,7.97443425564486,7.30275336952977,8.67805360439774,16.4647981697074,21.1567402541772,17.5055888849029,21.4317449746089,19.9503767646093,19.5130617616968,20.4990045192224,FALSE,TRUE,TRUE,1.46479816970741,"Tapinoma"
"34","Tapinoma sessile",2,566,38.8695652173913,123,0.0646287304182846,0.0123414448020467,6.82355803025299,5.63447068473121,8.39719280328392,6.38915066001409,5.5818971155069,7.09185113555116,14.0862460029151,21.6434938630128,20.804168753314,23.0226127571958,21.0568131869547,19.7045707301202,22.1750524656593,TRUE,TRUE,TRUE,0.913753997084902,"Tapinoma"
"35","Tapinoma sessile",3,566,38.8695652173913,36,0.689809361118854,0.000196468152440144,5.00146323295273,2.87872866512085,7.73902594302902,6.38451299543532,5.21684527139777,6.63577371785959,13.1060423566923,22.7422938606875,21.2672126380924,26.1565336131449,20.7489215740733,18.8506278421046,21.9452118374733,TRUE,TRUE,TRUE,1.89395764330766,"Tapinoma"
"36","Tapinoma sessile",4,566,38.8695652173913,24,0.499683151814222,0.73856963610284,8.65919211121903,7.22139181848789,10.9221921960749,7.95836448861229,6.94770369000118,8.80788941696438,15.1634943313173,20.1834422918923,18.4426288779647,21.6306172510242,20.146183721333,19.5120545791904,21.0733156352012,TRUE,TRUE,FALSE,0.163494331317313,"Tapinoma"
"37","Camponotus subbarbatus",2,566,38.8695652173913,14,0.95984860228498,6.83741792924392e-07,6.28868150518774,3.12952889782881,10.8345222483483,7.5037343729557,5.97628082547277,8.20695639151743,13.3564564297525,19.4511625675053,17.438724304753,20.6889649585689,20.1425799733589,19.247599652159,21.0593461387916,TRUE,TRUE,TRUE,1.64354357024748,"Camponotus"
"38","Camponotus subbarbatus",3,566,38.8695652173913,25,0.264159673226151,0.00209501327211578,9.00705058150303,6.15514251321069,9.57983301883823,5.22968705039397,4.50637514953381,6.14471376228939,14.8663400578833,21.4146991424914,19.7808144195969,22.5917501862757,21.7228221229521,20.5355964648355,23.0045542511226,FALSE,TRUE,TRUE,0.13365994211671,"Camponotus"
"39","Camponotus subbarbatus",4,566,38.8695652173913,9,0.866142650494398,0.0221020526160922,5.92014636972949,4.24542674740653,9.81736140342215,7.5812954675023,6.83608552659102,8.7394172170619,13.2485017568915,18.9147120591306,17.8910563398225,22.061127162689,19.9949249790088,19.0745185418267,20.6338131956669,TRUE,TRUE,TRUE,1.75149824310853,"Camponotus"
"40","Aphaenogaster fulva",1,566,38.8695652173913,36,0.870474661899293,1.22089543199001e-24,11.4702320370888,11.0027118194255,12.3111502114949,8.47483881987692,8.29199744224782,9.23725645921267,14.2951077775858,16.4073979519051,16.1183976470186,16.3970941108273,19.546365226629,19.0646234346409,20.4030535773996,FALSE,FALSE,TRUE,0.704892222414168,"Aphaenogaster"
"41","Aphaenogaster fulva",2,566,38.8695652173913,42,0.00479642993549826,5.60942605748282e-09,10.6342363363953,9.91261767127454,13.2367908288794,6.66629179863272,6.41016756553199,8.46573225391066,15.6219051003453,19.5929891433375,17.7257853005439,20.8844367928981,20.3979755026785,20.12315550521,21.4473382609603,FALSE,TRUE,TRUE,0.621905100345327,"Aphaenogaster"
"42","Aphaenogaster tennesseensis",2,566,38.8695652173913,16,0.126996425451165,0.0245375001288117,10.2119780280459,7.78927198761335,14.0475889910271,7.25577422376085,6.19148803740643,7.61869595952721,15.3574235054975,19.124509180537,18.5184771073633,20.8331545385674,20.399378008556,19.6004223674963,21.0736623308731,FALSE,TRUE,TRUE,0.357423505497508,"Aphaenogaster"
"43","Aphaenogaster tennesseensis",3,566,38.8695652173913,10,0.99280763308698,0.0383048401606431,8.61156067947839,6.88178082589248,12.7118459312877,5.62765382242404,5.01262174443101,6.23783961591132,13.9822403952248,19.0367671525666,15.9246307836921,20.6461217373109,22.2120632815426,21.5129219523197,22.5600309696275,FALSE,FALSE,TRUE,1.01775960477518,"Aphaenogaster"
"44","Aphaenogaster tennesseensis",4,566,38.8695652173913,10,0.676676781625732,0.070733759139254,9.08411311200379,6.94733877320326,12.5831880685867,8.10740044009152,7.50927611977153,8.75974919291185,14.6553855077082,18.8437938085123,16.2368450152183,19.0690206296685,20.0922588633323,19.2827002616676,21.1093218096253,TRUE,FALSE,TRUE,0.344614492291772,"Aphaenogaster"
"45","Camponotus nearcticus",1,566,38.8695652173913,16,0.249078700185147,0.464187050089701,12.4345784389107,10.9631175219363,12.8537168769144,7.63651483232894,6.70652087102319,9.20204219510716,15.415275227353,17.4678967785315,17.1269099534172,17.4198090624239,20.3256900058899,19.6008161551847,20.8282696252687,FALSE,FALSE,TRUE,0.415275227353023,"Camponotus"
"46","Camponotus nearcticus",2,566,38.8695652173913,23,0.455459237775357,0.000110458916514454,9.14977301892613,7.21455693666982,10.8776926599158,7.23094875755055,6.75201702658265,9.00553464965209,14.9629168010167,19.6821019610706,18.0925554615936,21.5486228489094,20.7875829602823,19.4524413765094,21.6700876997141,TRUE,TRUE,TRUE,0.0370831989833,"Camponotus"
"47","Formica subsericea",2,566,38.8695652173913,20,0.460886522620653,1.15945068161922e-05,7.91993921602738,3.40327729692529,10.185912090469,6.45710822206069,5.34398226312818,7.12156750582332,13.5214801768925,19.6467108405679,17.7736176449932,20.3617597117169,20.5813468924442,19.0386462036931,20.9716406901347,TRUE,TRUE,TRUE,1.47851982310754,"Formica"
"48","Tetramorium immigrans",2,566,38.8695652173913,66,1.30087180312197e-05,2.57788009551546e-06,8.10553561591272,7.5576583035698,9.76462840435121,6.41733431358241,5.54691534776281,6.79714046980573,14.5172840529631,21.3012193258733,20.492050716443,22.205209474235,19.8699268219373,19.2621187277844,20.4078263933261,FALSE,FALSE,TRUE,0.48271594703693,"Tetramorium"
"49","Tetramorium immigrans",3,566,38.8695652173913,20,0.639017683676165,0.000192356144383618,6.53404650833634,4.87764058419254,11.4646909597815,5.78945902454285,4.98131810648227,6.19818142266361,14.5305311034534,20.7911362900773,18.1536475006851,22.1027899522795,22.1629039572775,21.3054509880242,23.6532412800524,TRUE,TRUE,TRUE,0.469468896546605,"Tetramorium"
"50","Tetramorium immigrans",4,566,38.8695652173913,20,0.892354285752315,0.659828143295399,6.87698179057812,7.4189096302722,11.2581266871557,7.63861940675545,7.56289466530877,8.0860497385106,14.3484511117797,22.6650737121038,18.0943581853639,25.2203917983327,19.7216436816936,19.0209685213244,20.992513322609,TRUE,TRUE,FALSE,0.651548888220329,"Tetramorium"
"51","Camponotus americanus",2,566,38.8695652173913,12,0.490681897566547,0.000124465159431866,6.4233648181539,4.29685959559402,11.9253100806105,6.17614823329954,5.97196480315836,8.15071079545488,16.8752795849219,23.8083429088794,21.3386885599405,28.3579054537676,20.9267186442735,20.5517111860198,21.8130554801309,TRUE,TRUE,TRUE,1.87527958492186,"Camponotus"
"52","Vollenhovia emeryi",1,566,38.8695652173913,9,0.827625171155282,0.0321862022045578,10.0372321517886,7.51155428599425,11.8761422374836,8.00139593470008,6.74259630990495,8.56793935740003,14.7762165909452,17.6024162743383,16.0300289986943,17.9893219892724,19.3076799711196,18.5236538875946,20.3841123258403,TRUE,FALSE,TRUE,0.223783409054784,"Vollenhovia"
"53","Vollenhovia emeryi",2,566,38.8695652173913,37,0.000390001287724561,0.00010604824217979,11.1663104659927,10.9036480390981,12.3105156308162,7.3994021803639,6.40792963963267,7.83410660235922,15.6199823925622,18.8853063597312,18.5501746129057,19.4336551397428,19.5667817255765,18.7995660197459,20.0700838882169,FALSE,TRUE,TRUE,0.619982392562202,"Vollenhovia"
"54","Vollenhovia emeryi",3,566,38.8695652173913,27,0.245889691910707,1.9260530836714e-09,8.34939728036798,5.70840230268038,12.0288311020951,5.32108173991271,4.50056120712777,5.93080232893004,13.7244458748947,18.2321734479477,17.3592947624708,19.2542012291096,21.6798181456017,20.7470901879265,22.2986239626847,TRUE,FALSE,TRUE,1.27555412510532,"Vollenhovia"
"55","Ponera pennsylvanica",2,566,38.8695652173913,26,0.000665562182384709,0.0012835449212608,12.6881690224007,12.3578607134789,14.2075569826353,6.31270593884455,5.67133565998724,6.76260236266868,16.3308733107813,18.7522649895554,17.9633814252096,19.422300230308,20.0243165399858,18.9972186913419,20.7905930394705,FALSE,TRUE,TRUE,1.33087331078128,"Ponera"
"56","Ponera pennsylvanica",3,566,38.8695652173913,14,0.244784562290065,1.7264674299077e-07,8.54616190210017,6.08173460351243,12.3966091166238,5.13443262838245,4.39450256059792,6.08192430028242,14.3467542093257,19.8931030523924,17.6391677195047,20.7380002056421,20.4723687130117,19.2782922459612,21.342100328054,TRUE,TRUE,TRUE,0.653245790674342,"Ponera"
"57","Lasius claviger",4,566,38.8695652173913,10,0.263889481531553,0.307752936526933,11.0932290270358,10.3748798542451,14.0584901578728,6.89042091168234,6.27188544373581,7.65064941894295,16.1284179795801,18.6585598726291,15.4570696281217,18.8889651656044,21.2559886706194,20.8025972858511,22.6339834340538,FALSE,FALSE,TRUE,1.12841797958011,"Lasius"
"58","Brachyponera chinensis",2,566,38.8695652173913,29,0.109391534931245,0.278689844437167,11.0499633076226,8.54127127123274,11.616361621039,6.27021799598814,4.89812294827931,6.95857594201861,14.7884555934702,17.8896769741174,17.2960053825553,18.4046894763879,20.5124207938313,20.3521267559614,21.6193013032093,FALSE,FALSE,TRUE,0.211544406529786,"Brachyponera"
"59","Brachyponera chinensis",3,566,38.8695652173913,12,0.22282802338528,1.92092753596236e-09,7.77986253023991,6.27328354118934,13.8211010142858,5.54759679133392,5.37067336094112,6.99382127243664,14.9832130386188,22.3713956840637,16.2025220903311,25.7621702750637,22.0600203946044,20.4741160293581,22.3254381941852,TRUE,TRUE,TRUE,0.0167869613812499,"Brachyponera"
"60","Brachymyrmex depilis",3,566,38.8695652173913,9,0.650956976186192,4.43472722190308e-06,8.00621373071952,2.18099207175699,14.9721116220085,5.22699977743219,4.71935944731804,6.31474258735086,13.0718205880576,19.4056876996529,13.6806366433589,20.1513852019591,21.2447941896606,19.5157797517358,21.8628467949358,TRUE,TRUE,TRUE,1.92817941194238,"Brachymyrmex"
"61","Prenolepis imparis",1,603,41.5652173913043,10,0.27340149768715,3.89355048414268e-11,11.1774537665285,7.97265971364376,11.4145462022955,7.31668820464112,6.97282238136285,7.62639209022292,13.9278744986948,15.8802236901182,14.1278736371548,17.0433792544986,17.1187192062575,16.654534048776,17.9947066453031,FALSE,TRUE,TRUE,1.07212550130524,"Prenolepis"
"62","Prenolepis imparis",2,603,41.5652173913043,93,0.0105967034938688,3.89252484242983e-12,7.91012413787246,6.739697168088,9.68353167853278,6.47690910461452,5.87195377104918,8.48694165437872,15.0844302303738,20.9362198416536,20.2976969001519,22.771270281231,20.4820371245234,19.8748198648406,21.9416429876773,TRUE,TRUE,TRUE,0.0844302303737887,"Prenolepis"
"63","Prenolepis imparis",3,603,41.5652173913043,15,0.536873515529772,0.000852776945011835,6.90761688551331,5.74888635740785,10.195520645355,6.17766104121913,5.62102938258161,6.70318888938005,15.0771599666211,22.3968844247638,19.4405599750838,23.5645290430336,20.3027363820552,18.9807873737123,20.951062590656,TRUE,TRUE,TRUE,0.0771599666210605,"Prenolepis"
"64","Prenolepis imparis",4,603,41.5652173913043,90,0.0487590886392697,2.33816348306893e-10,7.89474076070526,7.69807481071521,8.65081173188338,6.65599109835948,5.24014972850476,8.1789310893185,14.399307187144,19.9229569999402,18.6516428888068,21.0341230222451,19.3650193511117,18.8004087627312,21.0450427790489,TRUE,TRUE,TRUE,0.600692812856007,"Prenolepis"
"65","Camponotus pennsylvanicus",2,603,41.5652173913043,150,0.592777652478712,4.61929950392921e-28,6.80119224829464,6.15054132178457,7.97388242388049,5.79493825493427,5.10407284059133,6.19377567005026,14.2322122380916,21.2714805922661,20.3448746003125,21.5943785459654,21.9823559978028,22.2544174430504,23.6103887528837,TRUE,FALSE,TRUE,0.767787761908433,"Camponotus"
"66","Camponotus pennsylvanicus",3,603,41.5652173913043,150,0.083983772506941,2.96108189669178e-25,7.28475576419521,6.54754854174,7.73321379510458,4.64855280770431,3.91851277291651,5.4669564342137,14.0940802383497,21.2196757453592,19.8831754112792,21.6588095681764,21.6483965584214,20.5253800902159,23.7415525717797,FALSE,TRUE,TRUE,0.905919761650315,"Camponotus"
"67","Camponotus pennsylvanicus",4,603,41.5652173913043,100,0.963519668309909,4.6328724447665e-30,8.534084446497,7.33116819185361,9.18647550547239,7.46095402747788,6.83197116122922,8.08445726151781,14.62037921566,20.1194579708881,19.0846187059776,21.2804794350411,20.7434914313685,19.5840798978025,20.8433309386361,TRUE,TRUE,TRUE,0.379620784339979,"Camponotus"
"68","Camponotus americanus",2,603,41.5652173913043,17,0.245216828853625,4.34539784073837e-11,8.74361755329637,7.23794511798177,11.4403424143859,6.76574805644378,5.73581030232224,7.30453416430373,16.0616717481544,21.3079997085783,17.4402914109056,23.5550812610406,21.3605134296735,20.3236489987162,22.1432252685785,TRUE,TRUE,TRUE,1.06167174815444,"Camponotus"
"69","Camponotus americanus",3,603,41.5652173913043,30,0.180031835796619,0.0430872296498383,6.74163578254935,4.893589327413,10.4120039460898,5.25994640745517,4.79050629236463,6.35250448026767,14.7141428296145,22.7626468281805,21.4276791311054,24.7722008187226,22.2465835020059,20.4611113857026,23.0411491926616,TRUE,TRUE,TRUE,0.285857170385505,"Camponotus"
"70","Camponotus americanus",4,603,41.5652173913043,28,0.386461504115044,6.09234596916171e-06,5.9125306211215,3.81564914057756,7.67176594727657,7.53507717122807,6.92672035164915,8.31682103927434,13.6653227695437,21.4100668173344,17.6013758863885,24.6621529903053,19.9468832039242,19.019272037981,21.0265679700643,TRUE,TRUE,TRUE,1.33467723045626,"Camponotus"
"71","Camponotus chromaiodes",2,603,41.5652173913043,24,0.21629972911704,3.92466414715424e-12,9.35746022313239,7.49741563634416,10.2060559422546,6.56669196249608,6.23798179278826,7.26686632285417,15.2814824332786,19.7554824108102,17.5649267838914,20.3008865139185,20.8506994602845,19.7049723857863,21.3034356185465,FALSE,TRUE,TRUE,0.281482433278644,"Camponotus"
"72","Camponotus chromaiodes",3,603,41.5652173913043,31,0.0411663008410882,0.0320335839548493,6.70971431349228,5.67477356776195,7.90373796811805,5.49443253994684,4.80297387988368,7.31270220474966,15.7266688607585,23.0099905115813,19.1059749175668,23.5994079301867,21.1724285858781,20.4598397940247,22.6540871533365,TRUE,TRUE,TRUE,0.726668860758457,"Camponotus"
"73","Camponotus chromaiodes",4,603,41.5652173913043,9,0.870266892901784,4.94558108066803e-08,7.27966754604849,5.84078100907596,11.41680446433,7.69391984540088,7.10225226013703,8.7050286652742,14.3115687026079,19.9229638342121,14.8157224365394,20.7498436135775,18.6079214343714,17.5457396382218,18.9964550517122,TRUE,TRUE,TRUE,0.688431297392125,"Camponotus"
"74","Tapinoma sessile",2,603,41.5652173913043,38,0.476450075435161,3.71044117194028e-09,6.72529822283597,6.07133267479269,8.40657511251294,7.29626708759768,6.90849459512702,7.63342798442167,13.4654225955152,19.5470052283913,17.187180690718,21.9533013887747,20.910217337409,20.3103702822757,22.3372194441936,TRUE,TRUE,TRUE,1.53457740448483,"Tapinoma"
"75","Tapinoma sessile",3,603,41.5652173913043,23,0.956307623154152,0.00157206115153007,7.1467981909407,4.66357574019334,10.401572951877,6.01157186571386,5.21385550176228,6.81788474646666,14.1626625554792,20.8866049351321,18.3809980085793,22.5653248071531,21.7471196418856,19.7771292392608,22.8107630374622,TRUE,TRUE,TRUE,0.837337444520847,"Tapinoma"
